ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
4320,90,90,200772,360,8.3,WI,650,OO,ARM
4321,84,84,525000,480,7.4,NY,601,OO,Fix
4322,85,85,305915,360,10.15,TX,531,OO,ARM
4323,80,80,145840,360,8,FL,575,OO,ARM
4324,80,100,176000,360,8.99,WI,663,OO,ARM
4325,80,100,139200,360,8.5,FL,632,OO,ARM
4326,80,100,448000,360,9.85,CA,665,OO,ARM
4327,90,90,580500,480,8.5,CA,547,OO,Fix
4328,90,90,108000,480,8,IL,726,OO,ARM
4329,20,100,44000,360,11.15,UT,660,OO,Fix
4330,20,100,76000,360,12.4,CA,651,OO,Fix
4331,80,100,278400,360,7.6,NV,613,OO,ARM
4332,95,95,266000,360,8.45,FL,698,OO,ARM
4333,80,100,220775,480,8,IL,656,OO,ARM
4334,95,100,140600,360,9.95,MO,742,IO,ARM
4335,79.02,79.02,290000,480,6.75,FL,606,OO,ARM
4336,20,100,55193,360,10.85,IL,656,OO,Fix
4337,80,100,280000,360,8.45,CA,640,OO,ARM
4338,89.55,89.55,300000,360,10.9,CA,601,OO,ARM
4339,85,85,314500,360,7.2,LA,647,OO,ARM
4340,95,95,322525,480,8.99,CA,605,OO,ARM
4341,90,90,315000,480,7.25,CA,605,OO,ARM
4342,80,100,596000,360,6.65,HI,632,OO,ARM
4343,90,90,61200,360,9.3,LA,616,IO,ARM
4344,20,100,37800,360,11.65,FL,626,OO,Fix
4345,80,100,311200,360,7.8,FL,612,OO,ARM
4346,80,100,190283,480,9.45,AZ,651,OO,ARM
4347,90,100,80010,360,11.45,LA,593,OO,Fix
4348,89.79,89.79,299000,360,6.5,HI,746,OO,Fix
4349,70,70,525000,480,8.25,CA,558,OO,ARM
4350,100,100,276000,480,8.99,CA,681,OO,ARM
4351,90,90,289800,360,8.875,MN,623,OO,ARM
4352,80,100,312000,360,8.05,GA,605,OO,ARM
4353,95,100,194750,480,8.8,AZ,707,IO,ARM
4354,39.15,39.15,175000,480,6.85,CA,625,OO,Fix
4355,20,100,29200,360,9.85,MN,640,OO,Fix
4356,80,100,94400,360,9.35,WI,573,OO,Fix
4357,80,100,176000,480,8.45,AZ,677,OO,ARM
4358,19.74,99.74,25070,360,13.5,IA,599,OO,Fix
4359,80,100,244000,360,8.15,AZ,614,OO,ARM
4360,64.96,64.96,373500,360,7.35,NY,500,OO,ARM
4361,88.01,88.01,279000,480,7.75,NY,599,OO,ARM
4362,75,89.77,128250,360,10.2,MO,524,OO,ARM
4363,90,90,265500,360,8.65,MA,602,OO,ARM
4364,80,100,532000,360,9,CA,623,OO,ARM
4365,70,70,63700,360,12.25,WI,545,OO,ARM
4366,80,100,228000,480,7.8,RI,637,OO,ARM
4367,20,100,69800,360,11.1,IL,667,OO,Fix
4368,90,90,135000,360,10.15,AZ,655,IO,ARM
4369,80,80,101840,360,8.25,IA,583,OO,Fix
4370,80,100,102000,360,8.95,FL,614,OO,ARM
4371,74.95,74.95,348500,360,9.525,NJ,525,OO,ARM
4372,58.21,58.21,195000,360,7.55,FL,540,OO,Fix
4373,80,100,248000,480,8.65,CA,620,OO,ARM
4374,55.56,55.56,200000,360,7.75,MD,654,OO,Fix
4375,80,100,100000,360,6.99,NC,652,OO,ARM
4376,20,100,51000,360,12.5,AZ,708,OO,Fix
4377,90,100,270000,480,8.65,AZ,554,OO,ARM
4378,90,90,135000,360,7.1,MN,770,OO,Fix
4379,100,100,390990,480,9.3,FL,722,OO,ARM
4380,90,90,360900,480,7.95,CA,615,OO,ARM
4381,90,90,242910,480,7.9,NV,642,IO,ARM
4382,49.96,49.96,103609,360,6.875,FL,664,OO,Fix
4383,86.36,86.36,133000,360,9.35,IN,506,OO,Fix
4384,60.42,60.42,435000,360,7.65,CA,644,OO,ARM
4385,75,75,401250,360,9.2,CA,531,OO,ARM
4386,80,80,344000,480,7.99,NY,541,OO,ARM
4387,80,100,460000,480,7.6,HI,613,OO,ARM
4388,85,85,158950,360,9.95,OR,614,IO,ARM
4389,80,100,360000,360,7.6,NY,633,OO,Fix
4390,80,100,381600,360,7.8,CA,636,OO,ARM
4391,80,80,166400,480,8.75,MD,544,OO,ARM
4392,80,80,187200,360,6.625,AR,637,OO,ARM
4393,55.9,55.9,74900,360,9.1,KY,530,OO,Fix
4394,90,90,180000,480,8.5,AL,566,OO,ARM
4395,95,100,304000,360,9,CA,701,IO,ARM
4396,20,100,52400,360,11.875,MA,642,OO,Fix
4397,75,75,63750,360,10.6,MI,551,OO,Fix
4398,70,70,140000,360,11,AZ,502,OO,ARM
4399,80,100,140000,480,8.55,CA,646,OO,ARM
4400,80,100,453600,360,7.35,CA,619,OO,ARM
4401,90,90,149400,480,9.3,FL,621,OO,Fix
4402,70,70,71400,360,11.9,TX,539,OO,ARM
4403,20,100,88000,360,12.55,CA,647,OO,Fix
4404,95,95,313500,480,8,FL,703,OO,ARM
4405,80,100,191920,360,6.9,CO,661,OO,ARM
4406,80,80,120000,360,9.65,LA,535,OO,ARM
4407,90,90,189000,360,6.75,PA,721,OO,Fix
4408,80,100,256800,360,7.1,FL,618,OO,ARM
4409,80,100,324000,360,8.1,NY,700,OO,ARM
4410,77.11,77.11,347000,360,7.9,IL,571,OO,ARM
4411,84.39,84.39,350200,360,8.875,UT,640,OO,Fix
4412,95,95,413250,480,10.2,FL,622,OO,ARM
4413,73.33,73.33,220000,360,8.15,IL,531,OO,ARM
4414,80,100,131840,480,7.9,NV,603,OO,ARM
4415,83.9,83.9,344000,480,7.5,NY,605,OO,Fix
4416,90,90,333000,480,11.2,AZ,634,IO,ARM
4417,89.83,89.83,265000,360,8.4,AZ,720,OO,ARM
4418,93.52,93.52,68268,360,9.4,IA,616,IO,ARM
4419,90,90,207000,360,11,RI,573,OO,ARM
4420,80,100,203920,360,7.6,NY,688,OO,ARM
4421,80,80,172000,360,7.75,NJ,553,OO,ARM
4422,80,100,184000,360,8.85,AZ,615,OO,ARM
4423,85,85,379100,360,7.25,CA,642,OO,ARM
4424,51.8,51.8,303000,360,6.85,CA,745,OO,Fix
4425,85,85,391000,360,7,MD,654,OO,Fix
4426,80,100,319200,360,7.5,NY,660,OO,ARM
4427,84.85,100,280000,360,6.9,CO,615,OO,ARM
4428,95,95,95950,360,9.837,WI,568,OO,ARM
4429,80,100,233600,360,7.95,FL,657,OO,ARM
4430,83,83,352750,480,7.625,AZ,580,OO,ARM
4431,70,70,133000,360,12.5,AZ,505,OO,ARM
4432,75,100,450000,360,8.57,CA,550,OO,ARM
4433,80,100,424000,360,9.75,CA,696,OO,ARM
4434,80,100,431937,360,6.65,HI,743,OO,ARM
4435,90,90,144000,360,8.5,TX,646,OO,ARM
4436,90,90,414000,480,9.25,CA,637,IO,ARM
4437,85,85,310250,360,10,RI,638,IO,ARM
4438,95,95,494000,480,7.99,CA,670,OO,ARM
4439,80,100,224000,360,7.2,FL,631,OO,ARM
4440,80,100,164000,480,7.8,FL,645,OO,ARM
4441,90,90,81000,360,9.5,IL,630,IO,ARM
4442,85,85,189550,360,8.65,CO,548,OO,ARM
4443,80,100,380000,360,7,CA,652,OO,ARM
4444,42.47,42.47,155000,360,7.45,NJ,595,OO,ARM
4445,80,100,396000,360,7,CA,636,OO,ARM
4446,90,90,193500,360,6.99,FL,652,OO,Fix
4447,80,100,135600,480,7.99,CA,661,OO,ARM
4448,68.95,68.95,499900,360,8.5,IL,503,OO,ARM
4449,80,100,400000,360,7.3,CA,604,OO,ARM
4450,89.78,89.78,290000,480,8.95,FL,659,IO,ARM
4451,80,100,199200,360,7.75,IL,702,OO,ARM
4452,80,100,300000,480,8.95,CA,756,OO,ARM
4453,77.52,77.52,300000,360,7,FL,547,OO,ARM
4454,80,100,568000,360,8.1,CA,601,OO,ARM
4455,75,75,112500,360,7.75,FL,530,OO,ARM
4456,80,80,228000,360,10.2,AZ,561,OO,ARM
4457,90,90,171000,360,8.75,CA,659,OO,ARM
4458,95,95,342000,360,7.4,CA,622,OO,ARM
4459,75,75,153750,360,10.75,DE,503,OO,Fix
4460,90,90,178020,360,8.75,FL,571,OO,ARM
4461,45,45,90000,360,12.15,AZ,608,OO,ARM
4462,80,100,464000,360,6.75,CA,635,OO,ARM
4463,80,80,412000,480,7.25,CA,589,OO,ARM
4464,90,90,315000,360,8.85,FL,616,OO,ARM
4465,100,100,350000,480,10.3,NJ,623,OO,Fix
4466,80,100,224000,360,7.4,IL,632,OO,ARM
4467,90,100,441000,480,7.75,CA,570,OO,ARM
4468,86.75,86.75,494500,360,8.5,CA,537,OO,ARM
4469,95,95,147250,360,9.75,KS,641,OO,Fix
4470,80,80,764000,360,7.35,TX,602,OO,ARM
4471,80,100,164000,360,6.7,MO,643,OO,ARM
4472,80,100,130931,360,7.99,LA,616,OO,ARM
4473,94.89,94.89,649999,360,7.875,CA,654,OO,Fix
4474,80,80,643784,480,7.2,CA,562,OO,ARM
4475,90,90,301500,360,8.1,FL,599,OO,ARM
4476,80,100,316818,360,7.5,CA,673,OO,ARM
4477,31.43,31.43,110000,360,7.99,CA,516,OO,ARM
4478,83.68,83.68,159000,480,7.47,MN,548,OO,ARM
4479,80,100,207200,360,7.6,CA,605,OO,ARM
4480,80,100,432800,480,7.75,CA,649,OO,ARM
4481,90,100,115200,360,10.6,MO,653,IO,ARM
4482,78.99,78.99,312000,480,7.99,CA,524,OO,ARM
4483,95,95,228950,360,9.9,NJ,756,IO,ARM
4484,20,100,46000,360,11.7,MI,632,OO,Fix
4485,75,75,225000,360,9.1,CA,534,OO,ARM
4486,95,95,99750,360,7.5,MS,612,OO,Fix
4487,80,100,432000,480,7.25,CA,604,OO,Fix
4488,80,100,168000,360,8.85,WA,641,OO,ARM
4489,35.97,35.97,174900,360,7,NY,637,OO,Fix
4490,91,91,213850,360,7.7,CO,538,OO,ARM
4491,20,100,41200,360,9.95,MN,649,OO,Fix
4492,89.74,89.74,175000,360,7.5,FL,786,OO,ARM
4493,70,70,189000,360,12.4,PA,504,OO,ARM
4494,57.11,57.11,217000,360,6.8,IL,638,OO,Fix
4495,80,80,188000,480,8.99,CA,560,OO,Fix
4496,80,100,444000,360,8.5,CA,648,OO,ARM
4497,85,85,408000,360,6.8,CA,658,OO,ARM
4498,81.52,81.52,75000,360,11.15,WI,520,OO,ARM
4499,80,100,256000,480,7.4,CA,639,OO,ARM
4500,80,100,188000,360,7.775,FL,649,OO,ARM
4501,90,90,90900,360,8.05,OH,554,OO,Fix
4502,80,100,380000,360,7.95,FL,620,OO,ARM
4503,80,100,495200,360,7.725,CA,646,OO,ARM
4504,95,95,272175,480,7.99,AZ,629,OO,ARM
4505,80,100,276000,480,8.95,NV,652,OO,ARM
4506,95,95,363850,360,8.95,MN,633,OO,ARM
4507,88.62,88.62,172800,480,7.7,CA,649,OO,Fix
4508,94.75,94.75,469000,360,7.65,CA,725,OO,ARM
4509,80,80,360000,360,9.85,TX,534,OO,Fix
4510,90,90,81225,360,9.99,NM,543,OO,ARM
4511,80,80,600000,480,8.2,HI,555,OO,Fix
4512,85.56,85.56,208000,360,6.875,MD,680,OO,Fix
4513,80,100,170800,480,7,CT,600,OO,ARM
4514,80,100,376000,360,7.8,CA,700,OO,ARM
4515,90,90,249300,480,8.65,IL,626,OO,ARM
4516,80,100,580000,360,7.05,CA,624,OO,ARM
4517,80,100,392000,480,7.95,CA,696,OO,ARM
4518,80,100,620000,360,7.75,CA,639,OO,ARM
4519,80,100,408000,360,8.05,CA,651,OO,ARM
4520,85,85,84915,360,9.05,IN,529,OO,ARM
4521,90,90,243000,480,8.8,CA,599,OO,ARM
4522,86.47,86.47,124000,360,9.8,FL,587,OO,ARM
4523,90,90,200700,480,9.35,OR,687,IO,ARM
4524,80,100,193600,360,9.35,MA,657,OO,ARM
4525,80,100,272000,480,8.99,CA,642,OO,ARM
4526,95,95,299250,360,7.75,FL,720,OO,Fix
4527,90,90,61200,360,9.65,MI,645,IO,ARM
4528,90,90,141300,360,9.7,KS,501,OO,ARM
4529,100,100,249900,360,9.15,FL,641,OO,Fix
4530,90,90,234000,360,9.225,AZ,650,OO,ARM
4531,90,90,234000,480,7.1,NV,605,OO,ARM
4532,80,80,169600,480,8.1,AZ,553,OO,ARM
4533,80,80,388000,480,7.15,CA,561,OO,ARM
4534,95,95,242250,360,9.99,IL,611,OO,ARM
4535,90,90,336260,360,7.55,UT,653,OO,ARM
4536,89.03,89.03,552000,360,6.75,CA,601,OO,Fix
4537,85,85,285600,360,7.35,MD,655,OO,ARM
4538,90,90,179910,360,8.05,IL,616,OO,Fix
4539,85,85,378250,360,6.99,CA,644,OO,ARM
4540,90,90,202500,360,7.75,AZ,507,OO,ARM
4541,90,90,108000,360,8.25,OH,641,IO,Fix
4542,90,90,248400,360,10.5,IL,644,IO,ARM
4543,20,100,68000,360,10.6,CA,724,OO,Fix
4544,90,90,405000,480,8.35,CA,545,OO,ARM
4545,90,90,103500,360,11.25,NM,504,OO,ARM
4546,85,85,262650,360,7.75,IL,540,OO,ARM
4547,80,100,364000,360,7.5,CA,680,OO,ARM
4548,90,90,51300,360,9.8,IN,645,IO,ARM
4549,76.92,76.92,50000,360,8.1,KY,617,OO,ARM
4550,90,100,76500,360,6.6,MO,651,IO,ARM
4551,80,100,488000,360,7.6,CA,660,OO,ARM
4552,90,90,235800,360,7.625,CA,711,OO,ARM
4553,85,85,119850,360,9.55,NE,504,OO,ARM
4554,84.89,84.89,113500,360,7.25,MI,657,OO,Fix
4555,90,90,301500,360,8.25,CA,614,OO,ARM
4556,80,100,614400,480,7.5,CA,683,OO,ARM
4557,79.39,79.39,258000,360,8.05,PA,551,OO,ARM
4558,95,100,68400,360,8.2,MI,628,OO,ARM
4559,85,85,369750,360,7.75,NY,639,OO,ARM
4560,90,90,306900,360,9.2,CA,642,OO,ARM
4561,79.14,79.14,550000,480,7.85,CA,537,OO,ARM
4562,80,100,320000,360,8.85,CA,650,OO,ARM
4563,83.02,83.02,357000,360,7.4,FL,643,OO,Fix
4564,90,90,139500,360,8.99,IL,548,OO,ARM
4565,80,100,108000,360,8.425,IL,607,OO,ARM
4566,90,90,184500,480,10.775,CO,627,OO,ARM
4567,90,90,576000,360,6.85,NY,619,OO,ARM
4568,85,85,218450,480,10.85,FL,595,IO,ARM
4569,80,100,344000,360,7.75,CA,668,OO,ARM
4570,90,90,487800,360,8.99,CA,561,OO,ARM
4571,85,85,327250,360,6.8,CA,645,OO,ARM
4572,85,85,488750,480,7.25,NY,607,OO,ARM
4573,80,100,211600,360,8.8,FL,691,OO,ARM
4574,80,100,240000,360,7,CA,628,OO,ARM
4575,80,100,268000,480,8.2,CA,637,OO,ARM
4576,95,95,131005,360,9.2,PA,685,IO,ARM
4577,90,90,67500,360,8.8,MO,593,OO,ARM
4578,90,90,75600,360,8.8,MI,557,OO,Fix
4579,95,95,130150,480,11.25,MI,613,OO,ARM
4580,80,100,160720,480,9.125,AZ,681,OO,ARM
4581,94.51,94.51,217361.24,360,7.625,AZ,650,OO,Fix
4582,63.16,63.16,180000,480,7.95,FL,571,OO,Fix
4583,84.34,84.34,603000,480,10.15,CA,592,OO,ARM
4584,78.57,78.57,110000,360,7.85,IL,501,OO,ARM
4585,90,90,190800,480,8.9,MN,562,OO,ARM
4586,90,90,72000,360,9.95,IL,639,IO,ARM
4587,87.93,87.93,51000,360,10.85,TX,582,IO,ARM
4588,20,100,49707,360,11.75,FL,639,OO,Fix
4589,80,99.98,182200,360,8.15,MA,647,OO,ARM
4590,90,90,285300,360,10.6,TX,681,IO,ARM
4591,80,100,156000,360,8.35,FL,658,OO,ARM
4592,83.78,83.78,157500,360,7.95,CO,574,OO,Fix
4593,20,100,44800,360,11.55,CO,622,OO,Fix
4594,80,100,185600,360,7.5,AZ,669,OO,ARM
4595,90,100,63450,360,10.15,IN,578,OO,ARM
4596,90,90,61200,360,8.55,MO,671,IO,ARM
4597,84.46,84.46,252100,360,6.25,MD,709,OO,ARM
4598,80,100,572000,360,7.5,CA,656,OO,ARM
4599,93.75,93.75,210000,480,8.8,IL,621,OO,ARM
4600,90,90,76500,360,9.65,TN,572,OO,ARM
4601,80,100,253600,360,8.55,FL,615,OO,ARM
4602,80,100,194800,480,7.75,NV,674,OO,ARM
4603,90,90,495000,360,8.55,CA,663,OO,ARM
4604,90,90,441000,360,9.45,FL,605,OO,ARM
4605,80,100,309600,360,7.99,CA,669,OO,ARM
4606,99.6,99.6,124500,480,9.59,PA,615,OO,Fix
4607,75,75,240000,360,7,FL,532,OO,ARM
4608,80,100,224000,480,7.95,FL,625,OO,ARM
4609,85,85,252620,360,7.75,IL,638,OO,ARM
4610,70,70,415800,360,9.5,MA,539,OO,ARM
4611,80,100,240000,360,8.99,NJ,692,OO,ARM
4612,88.91,88.91,330750,480,7.1,CA,537,OO,ARM
4613,90,90,126000,360,10.425,NM,576,OO,ARM
4614,85,100,67915,360,10.325,OH,512,OO,ARM
4615,90,90,185400,480,8.5,IL,560,OO,ARM
4616,90,100,79200,480,9.2,WI,612,OO,ARM
4617,80,100,88800,360,7.95,MI,607,IO,ARM
4618,90,90,220500,360,9.1,IL,643,OO,ARM
4619,20,100,43800,360,11.4,IL,651,OO,Fix
4620,95,95,315400,360,9.25,UT,670,IO,ARM
4621,80,100,360000,480,7.99,CA,649,OO,ARM
4622,80,100,260000,480,7.3,CA,657,OO,ARM
4623,84,84,235214,360,7.5,IL,689,OO,Fix
4624,90,90,233910,360,10.75,MO,703,IO,ARM
4625,90,90,196200,360,9.95,NC,551,OO,ARM
4626,95,95,169100,480,7.99,NJ,580,OO,ARM
4627,80,100,150400,480,7.05,AZ,614,OO,ARM
4628,90,90,649800,360,8.15,IL,789,OO,ARM
4629,70,70,133700,360,11.35,MD,519,OO,ARM
4630,79.64,79.64,133000,360,9.55,LA,616,OO,Fix
4631,85,85,246500,360,8.7,FL,504,OO,ARM
4632,80,100,332800,480,7.1,MA,623,OO,ARM
4633,38.55,38.55,160000,360,7.1,FL,528,OO,ARM
4634,89.31,89.31,147000,360,8.875,FL,592,OO,ARM
4635,80,100,102400,360,7.875,FL,642,OO,ARM
4636,47.69,47.69,169000,360,7.375,CA,586,OO,ARM
4637,90,90,225000,360,10,OH,523,OO,ARM
4638,90,100,144000,360,10.65,GA,551,OO,Fix
4639,90,95,85410,360,10.8,TX,572,OO,ARM
4640,85,85,209100,360,6.99,AZ,660,OO,ARM
4641,78.05,78.05,320000,360,9.25,CA,526,OO,ARM
4642,80,100,420000,480,5.75,CA,608,OO,ARM
4643,85,85,327250,480,7.25,NY,578,IO,ARM
4644,80,100,248000,480,7.25,NV,646,OO,ARM
4645,80,100,107600,360,8.925,WI,641,OO,ARM
4646,80,80,119200,360,8.5,TX,509,OO,Fix
4647,90,90,521100,360,8.99,NY,671,OO,ARM
4648,80,100,199920,360,7.15,UT,616,OO,ARM
4649,80,100,192000,480,8,FL,651,OO,ARM
4650,95,95,247000,360,8.1,CA,629,OO,ARM
4651,17.14,97.14,30000,360,10.9,UT,645,OO,Fix
4652,95,95,261250,360,6.9,FL,654,OO,Fix
4653,80,100,544000,480,8.95,NY,668,OO,ARM
4654,89,89,89000,360,9.9,OH,550,OO,Fix
4655,80,100,107200,360,8.975,WI,694,OO,ARM
4656,80,80,52800,360,9.7,OH,601,IO,Fix
4657,20,100,38800,360,10.35,ID,645,OO,Fix
4658,90,90,121725,360,8.65,FL,645,IO,Fix
4659,90,90,76226.4,360,8.3,MS,664,OO,Fix
4660,84.21,84.21,160000,360,9.5,NJ,505,OO,ARM
4661,81.75,81.75,112000,360,8.4,IL,571,OO,Fix
4662,20,100,36000,360,11.95,FL,644,OO,Fix
4663,80,80,436000,360,8,MD,603,OO,ARM
4664,80,100,380000,360,7.35,CA,697,OO,ARM
4665,90,90,327600,480,8,FL,691,OO,Fix
4666,58.47,58.47,88000,360,8.75,FL,604,OO,Fix
4667,68.71,68.71,224000,360,8.55,NJ,543,OO,ARM
4668,80,80,360000,360,6.55,NJ,642,OO,ARM
4669,80,100,157096,360,8.125,AZ,685,OO,ARM
4670,82.4,82.4,206000,360,8,NM,610,OO,ARM
4671,80,80,172000,360,8.45,MA,519,OO,ARM
4672,78.75,78.75,189000,360,7.7,FL,529,OO,Fix
4673,90,90,185252,360,9.25,OK,592,OO,ARM
4674,56.36,56.36,155000,360,9.15,PA,516,OO,Fix
4675,80,80,72000,360,9.95,TX,597,OO,ARM
4676,95,95,52725,360,9.5,OK,720,IO,Fix
4677,80,100,96000,360,6.4,MI,600,OO,ARM
4678,84.17,84.17,429250,360,8.4,CA,509,OO,ARM
4679,80,80,400000,360,8.99,CA,613,OO,ARM
4680,95,95,193800,360,10.3,TX,609,OO,ARM
4681,100,100,117500,360,8.95,TN,629,OO,ARM
4682,20,100,20000,360,11.3,MI,666,OO,Fix
4683,80,80,306000,480,7.85,MA,528,OO,ARM
4684,85,85,51000,360,10.2,TX,582,IO,ARM
4685,90,90,207000,360,7.55,LA,604,OO,Fix
4686,80,100,632000,360,8.15,CA,643,OO,ARM
4687,100,100,122000,360,10.95,NJ,587,OO,ARM
4688,41.91,41.91,220000,360,6.85,CA,604,OO,Fix
4689,80,100,304000,360,7.5,CA,648,OO,ARM
4690,90,100,252000,360,9.7,IL,566,OO,ARM
4691,80,80,460000,360,7.25,CA,630,OO,ARM
4692,80,80,120000,360,8.25,PA,673,IO,ARM
4693,80,80,111200,360,9.45,UT,551,OO,Fix
4694,20,100,63000,360,10.3,CA,658,OO,Fix
4695,80,100,407200,480,7.75,CA,700,OO,ARM
4696,80,80,87200,360,9.45,OH,601,IO,Fix
4697,74.85,74.85,126500,480,8,MO,564,OO,ARM
4698,80,80,208000,480,8.65,FL,581,OO,Fix
4699,90,90,189000,480,8.6,IL,556,OO,ARM
4700,92.46,92.46,312500,360,7.75,CA,722,OO,ARM
4701,80,100,199836,480,8.3,CO,600,OO,ARM
4702,90,90,130500,360,9.1,IL,563,OO,ARM
4703,95,95,109250,360,10.6,LA,637,OO,ARM
4704,95,95,199500,480,9.5,IL,620,OO,ARM
4705,80,80,175200,480,8.8,FL,529,OO,ARM
4706,80,80,68000,360,7.8,OH,581,OO,Fix
4707,90,90,351000,480,7.35,WA,604,OO,ARM
4708,80,100,556000,360,6.7,CA,646,OO,ARM
4709,85,85,308550,480,7.99,NJ,524,OO,ARM
4710,88.27,88.27,79000,360,8,MD,666,IO,Fix
4711,95,95,570000,360,6.85,FL,736,OO,ARM
4712,20,100,65000,360,10.8,CA,657,OO,Fix
4713,90,90,342000,360,9.4,NJ,542,OO,ARM
4714,90,90,167400,360,10.3,MO,534,OO,ARM
4715,74.53,74.53,120000,360,7.25,FL,509,OO,ARM
4716,90,90,634500,480,7.75,CA,600,OO,ARM
4717,90,90,247230,360,7,FL,683,OO,Fix
4718,46.67,46.67,70000,480,7.75,CA,633,IO,ARM
4719,80,100,424800,480,7.3,CA,669,OO,ARM
4720,71.7,71.7,375000,480,7.6,NY,507,OO,ARM
4721,95,95,263587,360,8.4,MN,610,OO,ARM
4722,95,95,114000,480,10.85,MO,632,OO,ARM
4723,75,75,75000,360,11.1,PA,542,OO,Fix
4724,80,100,424000,360,7.75,CA,689,OO,ARM
4725,80,100,244000,360,7.99,CA,651,OO,ARM
4726,90,90,256500,360,8,FL,535,OO,ARM
4727,70,70,98000,360,9.375,FL,508,OO,ARM
4728,80,80,192000,360,7.95,TX,517,OO,Fix
4729,90,100,148500,360,9.15,FL,522,OO,ARM
4730,90,90,69300,360,9.85,IN,600,IO,ARM
4731,81.71,81.71,263500,360,8,NJ,626,OO,ARM
4732,74.04,74.04,436850,360,8.625,CA,511,OO,ARM
4733,77.2,77.2,193000,360,7.05,NY,604,OO,Fix
4734,80,80,180000,480,6.85,CA,549,OO,ARM
4735,95,95,85500,360,10.2,MI,561,OO,ARM
4736,80,100,313600,480,8.937,NJ,655,OO,ARM
4737,89.79,89.79,149950,360,7.4,MO,668,OO,ARM
4738,80,100,332000,480,7.6,FL,645,OO,ARM
4739,80,100,447960,480,6.9,CA,649,OO,ARM
4740,70,70,434700,360,9.3,MD,513,OO,ARM
4741,89.29,89.29,113400,360,8.65,IL,569,OO,ARM
4742,78.05,78.05,160000,480,7.05,IL,562,OO,ARM
4743,20,100,53000,360,11.95,HI,673,OO,Fix
4744,85,85,446250,360,7.5,NY,653,OO,Fix
4745,90,100,189000,480,9.45,CA,613,OO,ARM
4746,76.73,76.73,155000,480,8.25,FL,505,OO,ARM
4747,100,100,91000,360,9.85,LA,662,OO,ARM
4748,73.44,73.44,235000,360,7.2,CA,587,OO,ARM
4749,90,90,171000,360,7.8,FL,622,OO,Fix
4750,80,100,464000,480,7.5,CA,640,OO,ARM
4751,80,100,267920,360,7.65,CA,642,OO,ARM
4752,90,90,301050,480,8.4,NV,706,SH,ARM
4753,79.2,79.2,198000,360,7.35,FL,600,OO,ARM
4754,80,80,183200,360,8.387,NY,556,OO,Fix
4755,75,75,147000,360,8.75,AZ,537,OO,ARM
4756,90,90,54000,360,10.3,IN,654,IO,ARM
4757,82.89,82.89,344000,480,7.99,NC,593,OO,ARM
4758,98.59,98.59,350000,360,10.7,NJ,631,OO,ARM
4759,90,90,184500,480,10.675,FL,634,IO,ARM
4760,57.88,57.88,180000,480,7.69,IL,651,OO,ARM
4761,80.71,80.71,565000,480,7.875,CA,590,OO,ARM
4762,73.79,73.79,305500,360,9.2,NJ,505,OO,ARM
4763,80,100,233600,480,7.6,CA,616,OO,ARM
4764,90,90,108000,360,9.45,WI,618,OO,ARM
4765,90,100,76500,360,9.35,IL,562,OO,Fix
4766,85,85,178500,480,8.987,FL,603,OO,ARM
4767,80,80,376000,480,8.85,CA,533,OO,ARM
4768,90,90,316800,360,8.25,FL,646,OO,ARM
4769,80,80,70400,360,9.5,TX,504,OO,Fix
4770,90,90,55800,360,10.3,TX,550,OO,ARM
4771,90,90,472500,480,7,NV,690,OO,Fix
4772,80,80,218400,360,8.8,AZ,500,OO,ARM
4773,80,100,295920,360,7.15,MD,614,OO,ARM
4774,85,85,197200,360,8.99,IL,506,OO,ARM
4775,30,30,75000,480,7.975,CA,596,OO,Fix
4776,95,100,147250,360,10,TN,592,OO,ARM
4777,95,100,114000,480,8.2,OH,663,OO,Fix
4778,95,95,194750,360,9.9,NY,722,OO,Fix
4779,85,85,76500,360,9.95,MI,540,OO,ARM
4780,52.31,52.31,238000,360,7.5,CA,550,OO,ARM
4781,80,100,164800,480,9.15,MN,649,OO,ARM
4782,90,90,156600,360,10.65,IL,606,OO,ARM
4783,20,100,75000,360,10.9,CA,609,OO,Fix
4784,95,95,370500,480,7.25,MD,613,OO,ARM
4785,90,90,225000,360,9.35,WA,679,IO,ARM
4786,80,100,365600,360,7.625,CA,627,OO,ARM
4787,57.41,57.41,310010,360,7.125,CA,661,OO,ARM
4788,90,100,135000,360,10.45,IN,698,IO,ARM
4789,90,90,126000,360,9,OK,529,OO,Fix
4790,90,90,63000,360,10.3,IL,636,IO,ARM
4791,80,100,444000,480,8.65,NJ,644,OO,ARM
4792,80,100,160000,480,7.35,NC,636,OO,ARM
4793,80,100,215200,480,7.8,MA,640,OO,ARM
4794,95,95,152000,360,9.2,MO,554,OO,Fix
4795,90,90,59850,360,8.99,NJ,637,IO,ARM
4796,95,95,181450,360,8.9,IL,605,OO,ARM
4797,69.77,69.77,150000,360,6.99,OR,653,OO,Fix
4798,100,100,92130,480,8.7,MO,695,OO,ARM
4799,80,100,174800,480,8.15,AZ,663,OO,ARM
4800,90,90,162900,360,8.49,MD,506,OO,ARM
4801,80,100,373120,360,7.75,NY,640,OO,ARM
4802,65,65,289250,480,8.25,NJ,526,OO,ARM
4803,20,100,46000,360,11.45,WA,632,OO,Fix
4804,80,80,68000,360,10.3,TX,533,OO,ARM
