ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
499,90,90,486000,480,8.25,CA,661,OO,ARM
500,90,90,629100,480,8.5,NY,597,OO,ARM
501,80,100,127200,360,8.6,NM,621,OO,ARM
502,80,100,188000,480,7.9,NV,610,OO,ARM
503,65.64,65.64,640000,360,9.99,CA,509,OO,ARM
504,80,100,256800,360,7.8,IL,641,OO,ARM
505,95,95,223250,480,9.5,IL,622,OO,ARM
506,75,75,356250,360,8.75,MN,630,IO,ARM
507,95,100,113016,360,8.4,WI,686,IO,ARM
508,73.13,73.13,292500,360,8.55,IL,528,OO,ARM
509,95,95,197125,480,9.887,IL,645,OO,ARM
510,80,80,208000,360,8.2,RI,554,IO,ARM
511,80,100,380000,480,7.25,WA,626,OO,ARM
512,82.08,82.08,198873,360,7.875,MD,642,OO,Fix
513,100,100,135000,360,11.1,TN,585,OO,ARM
514,20,100,49800,360,12,FL,651,OO,Fix
515,90,90,522000,360,10.55,CA,611,IO,ARM
516,84.26,84.26,457000,360,6.875,NY,710,OO,Fix
517,70,70,199500,360,10.55,IL,555,OO,ARM
518,81.94,81.94,94236,360,7.6,MI,597,OO,ARM
519,85,85,637500,360,8.75,CA,652,OO,ARM
520,80,100,157600,360,8.3,MN,602,OO,ARM
521,90,90,288000,360,8.6,NJ,629,IO,ARM
522,80,100,221600,360,8,CA,679,OO,ARM
523,75,92.78,337500,360,9.3,CA,517,OO,ARM
524,68.37,68.37,147000,180,7.54,AZ,592,OO,Fix
525,80,100,288000,360,7.85,CA,601,OO,ARM
526,80,80,85600,360,9.65,OH,525,OO,Fix
527,95,95,135850,360,8.75,OH,599,OO,ARM
528,80,100,388000,360,7.5,CA,725,OO,ARM
529,72.42,72.42,260000,480,7.99,FL,579,OO,ARM
530,53.07,53.07,199000,360,9.99,NJ,604,OO,ARM
531,19.87,19.87,74700,360,7.7,FL,582,OO,Fix
532,80,100,137600,360,8.5,IL,631,OO,ARM
533,80,80,58400,360,8.85,TX,562,OO,Fix
534,85,85,229500,360,9.55,FL,530,OO,ARM
535,80,100,208000,480,7.95,CA,746,OO,ARM
536,90,90,72000,360,9.725,MI,725,IO,ARM
537,80,80,136000,360,9.7,FL,572,IO,ARM
538,80,100,368000,360,8.1,CA,647,OO,ARM
539,90,90,286470,360,8.4,HI,643,OO,Fix
540,80,100,480000,480,8.25,FL,629,OO,ARM
541,80,80,540000,360,8.3,CA,548,OO,ARM
542,31.82,31.82,350000,360,7.2,CA,676,OO,Fix
543,90,90,423000,360,7.6,CA,643,OO,ARM
544,90,100,118800,360,10.4,TX,555,OO,Fix
545,80,100,236300,360,8.85,AZ,703,OO,ARM
546,80,100,300000,360,7.99,CA,647,OO,ARM
547,85,85,185835,360,6.99,LA,685,OO,Fix
548,90,90,171000,480,8.5,MN,591,OO,ARM
549,80,80,112000,360,8.75,NY,592,OO,ARM
550,85,85,59500,360,8.8,IN,528,OO,ARM
551,84.18,84.18,443480,360,6.875,CA,684,OO,Fix
552,90,90,76500,360,8.3,MO,634,OO,Fix
553,80,100,160000,480,7.35,CO,615,OO,ARM
554,90,90,118800,360,8.85,NV,655,SH,ARM
555,66.42,66.42,176000,360,7.9,TX,570,OO,ARM
556,80,100,129600,480,7.6,FL,683,OO,ARM
557,80,100,480000,360,9.05,CA,666,OO,ARM
558,85,85,97750,360,8.35,KY,553,OO,Fix
559,44,44,110000,360,6.8,IL,744,OO,Fix
560,90,90,481500,480,8.1,CA,645,OO,Fix
561,80,100,368000,360,7.1,CA,660,OO,ARM
562,88.04,88.04,81000,360,8.2,OK,698,OO,Fix
563,51.14,51.14,225000,360,7.99,CA,622,OO,ARM
564,80,100,232000,360,9.75,CA,677,OO,ARM
565,95,95,113430,360,9.3,TX,622,OO,ARM
566,80,100,480000,360,8.3,NY,683,OO,ARM
567,20,100,37700,360,12.3,CO,647,OO,Fix
568,85,85,86700,360,10,IL,538,OO,ARM
569,76.45,76.45,185000,360,7.75,AZ,584,OO,ARM
570,84.29,84.29,499999,360,7.25,CA,682,OO,Fix
571,86.36,86.36,190000,360,8.25,FL,633,OO,Fix
572,95,95,414113,480,9.25,FL,678,OO,ARM
573,80,100,184000,360,8.75,OR,624,OO,ARM
574,20,100,46000,360,11.4,OR,624,OO,Fix
575,80,100,156800,480,8.1,FL,737,OO,ARM
576,70,70,525000,360,6.95,CA,699,OO,Fix
577,84.38,84.38,135000,360,6.99,CA,814,IO,Fix
578,90,100,148500,360,9.45,MO,537,OO,ARM
579,80,100,440000,360,6.65,NY,692,OO,ARM
580,90,90,72000,360,10.875,MD,665,IO,ARM
581,75,75,273750,360,8,HI,570,OO,ARM
582,80,100,358400,480,7.15,CA,620,OO,ARM
583,71.43,71.43,250000,360,7.85,CA,629,OO,ARM
584,90,90,61200,360,8.75,AL,598,OO,ARM
585,90,90,58500,360,7.65,MD,622,IO,ARM
586,20,100,52000,360,12.2,FL,698,OO,Fix
587,80,80,212000,360,9.5,NJ,531,OO,ARM
588,90,90,280800,360,10.1,WA,650,IO,ARM
589,80,100,316000,480,7.25,NY,650,OO,ARM
590,90,95,79200,360,7.95,AL,626,SH,ARM
591,90,100,54000,360,9,IN,662,IO,ARM
592,80,100,339200,360,7.25,CA,662,OO,ARM
593,95,95,275500,360,10.1,IL,591,OO,ARM
594,80,100,352000,480,7.25,CA,615,OO,ARM
595,80,80,180000,480,9.15,NV,508,OO,Fix
596,80,100,400000,480,9.512,CA,678,OO,ARM
597,85,85,225250,480,8.35,RI,654,OO,ARM
598,90,90,272970,360,7.5,WA,647,OO,Fix
599,20,100,25000,360,9.9,TX,607,OO,Fix
600,73.97,73.97,212000,360,7.875,FL,654,OO,ARM
601,95,95,256500,480,7.99,CO,619,OO,Fix
602,91.24,91.24,499999,360,9.35,NJ,581,OO,ARM
603,90,90,99000,360,10.7,IL,574,OO,ARM
604,80,100,200000,360,7.55,CA,615,OO,ARM
605,80,100,396000,360,7.55,CA,622,OO,ARM
606,35.68,35.68,110000,360,7.875,CA,604,OO,ARM
607,95,95,154375,360,8.1,IN,638,OO,ARM
608,85.39,85.39,92900,360,7,OK,694,OO,Fix
609,90,90,108900,360,11.5,LA,581,OO,ARM
610,80,100,106273,360,9.25,TX,645,OO,ARM
611,80,100,168000,480,7.9,AZ,640,OO,ARM
612,89.86,96.62,186000,360,9.15,NJ,653,OO,ARM
613,90,90,247500,360,9.375,IL,550,OO,ARM
614,85,100,102000,360,9.6,OH,603,OO,ARM
615,90,90,214650,360,9.65,WI,674,OO,ARM
616,77.04,77.04,104000,360,10.75,PA,503,OO,ARM
617,80,100,317600,360,6.75,CA,632,OO,ARM
618,58.15,58.15,60000,240,8.125,AR,620,OO,Fix
619,76.56,76.56,393500,360,7.55,CA,580,OO,ARM
620,80,100,342400,360,6.9,CA,663,OO,ARM
621,80,100,142400,360,7.925,MI,602,OO,ARM
622,84.99,100,60000,360,10.68,TX,509,OO,ARM
623,80,100,152000,360,8.35,CA,667,OO,ARM
624,90,90,429750,360,7.125,CA,685,OO,Fix
625,90,90,168300,360,7.25,TX,708,OO,Fix
626,80,80,216000,360,8.5,TX,505,OO,Fix
627,74.89,74.89,176000,480,7.15,NV,581,OO,ARM
628,10.99,10.99,50000,360,8,CA,587,OO,Fix
629,90,90,158994,360,7.125,NY,735,OO,Fix
630,90,90,396639,480,8.75,CA,563,OO,ARM
631,80,100,152000,360,8.6,MO,627,OO,ARM
632,71.76,71.76,188000,360,7.5,FL,509,OO,ARM
633,80,100,308000,360,7.4,NV,640,OO,ARM
634,90,90,110610,360,9.55,FL,646,IO,ARM
635,95,95,118750,360,8.65,AR,598,OO,ARM
636,80,100,376000,480,7.2,CA,603,OO,ARM
637,20,100,64000,360,11.5,MD,604,OO,Fix
638,82.16,99.22,525000,480,7.75,CA,530,OO,ARM
639,80,100,500000,360,7.45,CA,682,OO,ARM
640,85,85,243100,360,8.5,IL,514,OO,ARM
641,90,90,227933,480,9,FL,614,OO,ARM
642,90,90,306000,360,9.6,TX,764,IO,ARM
643,95,95,129200,360,9.45,MN,600,OO,Fix
644,95,95,222300,360,8.28,LA,617,OO,ARM
645,80,100,276000,480,7.95,CA,600,OO,ARM
646,80,100,389261,480,7.9,NV,644,OO,ARM
647,74.14,74.14,430000,480,8.65,CA,505,OO,ARM
648,70,70,123900,360,10.5,AZ,532,OO,ARM
649,90,90,155385,360,10.25,FL,645,IO,ARM
650,80,100,172000,480,6.8,MA,628,OO,ARM
651,80,100,91200,360,8.8,FL,654,OO,ARM
652,75,75,172500,360,8.6,FL,515,OO,Fix
653,80,100,320000,480,7.387,MA,652,OO,ARM
654,80,80,84000,360,8.85,PA,539,OO,ARM
655,95,95,166250,360,8.95,MA,602,OO,ARM
656,75,75,99000,360,8.65,OH,554,OO,ARM
657,95,95,190475,480,8.5,NM,594,OO,ARM
658,70,70,67200,360,9.55,PA,504,OO,Fix
659,77.27,77.27,85000,360,8.05,PA,609,OO,Fix
660,90,100,91800,360,9.5,TX,571,OO,Fix
661,90,90,174600,360,9.925,IL,750,IO,ARM
662,75,75,416250,360,8.99,CA,546,OO,ARM
663,81.21,81.21,670000,360,8.138,CT,614,OO,Fix
664,90,90,141300,480,9.8,MI,553,OO,ARM
665,54.35,54.35,125000,240,7.675,FL,607,OO,Fix
666,95,95,82650,360,10.05,IN,609,OO,Fix
667,90,90,104814,360,7.375,OK,721,OO,Fix
668,90,90,502200,360,7.85,UT,642,OO,Fix
669,81.15,81.15,300000,480,7.55,MD,601,OO,Fix
670,85,85,552500,480,7.5,FL,628,OO,ARM
671,95,95,145350,360,8.1,TX,628,OO,ARM
672,89.6,89.6,231000,360,7.9,MD,658,OO,Fix
673,90,90,102150,360,9.2,FL,545,OO,ARM
674,80,100,352000,360,7.15,CA,643,OO,ARM
675,80,100,311200,360,7.75,NJ,652,OO,ARM
676,77.09,77.09,215000,360,7.45,CA,568,OO,ARM
677,90,90,360000,360,8.99,SC,716,IO,Fix
678,80,100,244000,480,8.7,MA,654,OO,ARM
679,80,100,440000,360,7.525,CA,641,OO,ARM
680,79.09,79.09,130500,360,7.75,PA,584,OO,ARM
681,80,100,264000,360,7.25,FL,713,OO,ARM
682,82.32,82.32,405000,480,9.1,IL,632,OO,ARM
683,86.67,86.67,104000,360,10.15,MO,541,OO,Fix
684,90,90,64350,360,10.35,OK,576,OO,ARM
685,47.71,47.71,167000,360,8.35,CA,608,OO,Fix
686,90,90,153900,360,8.7,WI,563,OO,ARM
687,44,44,220000,360,7.99,CT,541,OO,ARM
688,80,100,468000,360,7.1,NY,655,OO,ARM
689,90,90,105300,360,9,AR,534,OO,Fix
690,90,90,90000,360,10.75,MO,630,IO,ARM
691,85,100,355300,360,9.175,IL,510,OO,ARM
692,90,90,207000,360,9.7,LA,556,OO,ARM
693,80,99.73,300000,480,8.375,NY,632,OO,ARM
694,80,100,220000,480,8.45,NV,638,OO,ARM
695,75,75,112500,360,9.05,IA,638,OO,ARM
696,90,100,85500,360,9.1,IN,565,OO,ARM
697,89.66,89.66,159210,360,8.55,TN,703,IO,ARM
698,84.21,84.21,233000,360,7.7,FL,632,OO,ARM
699,80,100,300000,360,7.6,NJ,640,OO,ARM
700,90,90,82377,360,7.99,FL,686,OO,Fix
701,89.91,89.91,410000,360,7.99,NJ,502,OO,ARM
702,95,95,418000,480,8.8,MA,631,OO,ARM
703,95,95,213750,360,7.35,MD,614,OO,ARM
704,80,100,123200,360,8.5,FL,707,OO,ARM
705,80,80,176000,360,7.5,PA,593,OO,Fix
706,90,90,105300,360,9.75,TX,602,OO,ARM
707,80,80,460000,360,8.85,NY,643,IO,ARM
708,48.65,48.65,220500,360,8.05,FL,610,OO,Fix
709,80,100,524800,360,7.4,CA,654,OO,ARM
710,85,85,142800,360,9.825,FL,535,OO,Fix
711,80,100,461600,360,8.993,FL,661,OO,ARM
712,80,100,384000,360,7,CA,624,OO,ARM
713,20,100,36000,360,11.15,UT,653,OO,Fix
714,93,93,93000,360,9.5,OH,564,OO,Fix
715,89.82,89.82,150000,360,8.875,AR,546,OO,ARM
716,80,100,300000,360,7.05,FL,614,OO,ARM
717,78.05,100,240000,360,9.2,AK,557,OO,ARM
718,78.69,78.69,240000,360,8.35,FL,585,OO,Fix
719,95,95,308750,360,9.087,FL,660,OO,ARM
720,80,80,76000,360,9.1,OH,530,OO,ARM
721,90,90,256500,480,7.825,AZ,594,OO,ARM
722,20,100,110000,360,12.5,CA,625,OO,Fix
723,58.09,58.09,118500,360,7.5,FL,587,OO,ARM
724,75,75,142500,360,9.55,NJ,527,OO,ARM
725,84.94,84.94,378000,480,7.99,CA,529,OO,ARM
726,50,100,100000,360,7.65,WA,701,OO,Fix
727,77.52,77.52,200000,360,7.95,FL,520,OO,ARM
728,90,90,68031.9,360,7.25,OH,682,OO,Fix
729,87.38,87.38,146800,480,8.29,IL,614,OO,ARM
730,47.31,47.31,75700,360,9,MD,545,OO,Fix
731,80,100,584000,360,8.1,CA,697,OO,ARM
732,75.23,75.23,90000,360,7.7,PA,660,IO,ARM
733,80,100,480000,360,8.75,FL,704,OO,ARM
734,80,80,182400,360,9.85,PA,722,IO,ARM
735,90,90,64800,360,10.25,IN,773,IO,ARM
736,87.04,87.04,470000,360,7.1,CO,658,OO,ARM
737,90,90,954000,480,7.75,PA,622,OO,Fix
738,80,100,188000,480,7.992,AZ,686,OO,ARM
739,80,100,200000,360,7.9,CA,648,OO,ARM
740,89.66,89.66,234000,360,8.75,WI,519,OO,ARM
741,95,95,233700,480,7.6,CO,644,OO,Fix
742,89.81,89.81,107950,360,7.25,MI,731,OO,Fix
743,90,90,235791,360,9.75,AL,507,OO,ARM
744,81.17,81.17,125000,360,6.85,MD,644,OO,Fix
745,65,65,546000,480,8,NV,597,OO,Fix
746,75,75,114675,360,10.375,FL,507,IO,ARM
747,90,90,612000,360,8,MD,633,OO,ARM
748,85.29,85.29,251600,360,9.35,RI,550,OO,Fix
749,80,80,576000,360,6.95,CA,633,OO,ARM
750,85,100,182750,360,9.95,MA,600,OO,ARM
751,83.59,83.59,178000,360,6.625,FL,779,OO,Fix
752,90,90,449280,360,7.25,MD,695,OO,Fix
753,55.12,55.12,280000,360,7.65,CA,522,OO,ARM
754,80,80,844800,480,8.9,FL,654,OO,ARM
755,57.33,57.33,90000,360,7.25,ME,644,OO,Fix
756,84.18,84.18,266000,480,7.25,MD,648,OO,ARM
757,95,95,598500,360,9.45,NJ,642,OO,ARM
758,80,100,192000,360,6.925,FL,727,OO,ARM
759,90,100,162000,480,9.1,MI,556,OO,ARM
760,95,95,169100,360,9.1,IL,582,OO,ARM
761,87.04,87.04,94000,360,8.5,IL,602,IO,ARM
762,80,100,156800,360,7.875,OH,704,OO,Fix
763,70,100,121800,480,7.24,CO,714,IO,ARM
764,77.13,77.13,290000,480,7.55,FL,635,OO,ARM
765,90,90,382500,360,7.7,NJ,674,IO,ARM
766,85,85,209950,360,7.95,MD,637,OO,Fix
767,80,100,180000,480,6.95,AZ,688,OO,ARM
768,95,95,121600,480,11.5,AZ,598,OO,ARM
769,89.76,89.76,368000,360,8.85,NV,556,OO,ARM
770,70,70,105700,360,9.05,PA,519,OO,ARM
771,80,100,592000,360,8.5,FL,673,OO,ARM
772,83.97,83.97,196500,360,7.999,IL,613,OO,ARM
773,20,100,25000,360,11.99,MI,600,OO,Fix
774,90,90,259200,360,8.25,CO,545,OO,Fix
775,80,100,136000,360,9.992,FL,516,OO,Fix
776,100,100,95000,480,8.9,SC,659,OO,ARM
777,85,100,90100,360,10.4,LA,535,OO,ARM
778,80,100,192000,360,7.75,CA,629,OO,ARM
779,90,90,159300,360,8.9,NC,616,OO,Fix
780,95,95,156750,360,9.45,NJ,622,OO,ARM
781,90,100,245250,480,8.625,AZ,552,OO,ARM
782,85,85,518500,360,8.25,IL,630,OO,ARM
783,80,100,196000,360,8.15,AZ,619,OO,ARM
784,42.86,42.86,210000,360,9.25,CA,500,OO,ARM
785,90,100,238500,360,8.25,WA,623,OO,ARM
786,65.39,65.39,68000,360,10.4,NY,525,OO,ARM
787,75,100,171000,360,7.7,AZ,704,IO,ARM
788,100,100,169900,360,8.55,TX,582,OO,ARM
789,90,90,261000,360,9.4,CA,614,OO,ARM
790,90,90,92700,360,9.65,IL,664,IO,ARM
791,90,90,162000,360,9.6,LA,562,OO,ARM
792,95,95,451250,360,8.9,CA,666,IO,ARM
793,90,90,123300,360,8.25,WA,583,OO,ARM
794,20,100,36600,360,11.75,NY,649,OO,Fix
795,85,85,242250,360,9.45,FL,552,OO,ARM
796,80,100,144000,360,8.95,FL,618,OO,ARM
797,53.33,53.33,152000,360,7.845,CA,628,OO,Fix
798,80,80,448000,360,10.4,CA,528,OO,ARM
799,87,87,82650,180,6.875,IL,688,OO,Fix
800,90,90,73800,360,9.1,MO,593,IO,Fix
801,85,85,123760,360,9.4,TX,555,OO,ARM
802,95,95,275500,480,7.6,FL,641,OO,ARM
803,84.95,84.95,570000,480,7.99,CA,593,OO,ARM
804,95,95,212800,360,9.35,WI,544,OO,ARM
805,85,85,150450,360,9.7,WI,528,OO,ARM
806,80,100,393616,480,8.95,CA,670,OO,ARM
807,80,80,68000,360,9.875,MO,520,OO,Fix
808,84.38,84.38,335000,360,7.1,CA,648,OO,Fix
809,74.9,74.9,179000,360,9.5,AZ,533,OO,ARM
810,90,90,225000,480,9.7,NJ,580,OO,ARM
811,95,95,591375,360,10.35,TX,646,OO,ARM
812,80,100,540000,360,7.15,CA,653,OO,ARM
813,80,100,188000,480,8.15,DE,641,OO,ARM
814,70,70,174650,240,7,CA,669,OO,Fix
815,80,100,419486,360,8.1,CA,650,OO,ARM
816,95,95,118750,480,9.7,MA,627,OO,ARM
817,90,90,188100,480,9.74,IL,713,IO,ARM
818,84.77,84.77,275500,360,7.75,IL,601,OO,Fix
819,82.76,82.76,94839,360,7.875,SD,748,OO,Fix
820,89.84,89.84,222000,360,8.99,PA,669,OO,Fix
821,95,95,90155,360,10,IN,623,OO,ARM
822,83.33,83.33,130000,360,8.1,OK,591,OO,ARM
823,90,90,637200,360,8.2,CA,683,OO,ARM
824,90,90,57600,360,9.2,MS,614,OO,Fix
825,75,75,60750,360,8.85,TX,512,OO,Fix
826,80,80,70400,360,9.85,TX,557,OO,ARM
827,90,90,393660,360,7.25,CA,689,OO,Fix
828,70,70,108500,360,11.95,NY,527,OO,ARM
829,88.01,88.01,91000,300,7.25,MS,699,OO,Fix
830,80,100,388000,360,8,MA,693,OO,ARM
831,20,100,35665,360,9.7,TX,600,OO,Fix
832,90,90,270000,360,8.75,IL,515,OO,ARM
833,80,100,254400,360,7.75,FL,624,OO,ARM
834,85,85,98600,360,10.125,IA,547,OO,ARM
835,90,100,79200,360,10.25,TX,562,OO,ARM
836,90,90,360000,360,10.7,IL,668,IO,Fix
837,90,90,54000,360,9.6,IN,711,IO,ARM
838,90,90,142200,360,8.99,PA,521,OO,ARM
839,77.59,77.59,225000,480,9.05,MD,526,OO,Fix
840,52.12,52.12,430000,480,8.75,IL,583,OO,ARM
841,90,90,71100,360,9.5,KY,563,OO,ARM
842,80,100,369600,360,7.275,CA,677,OO,ARM
843,90,90,67500,360,9.25,IL,597,IO,ARM
844,80,100,600000,360,8.55,NY,669,OO,ARM
845,77.27,77.27,127500,360,7.35,NJ,589,OO,ARM
846,80,100,383200,480,6.75,NY,682,OO,ARM
847,61.33,61.33,346500,360,7.25,NV,673,OO,Fix
848,94.21,94.21,154500,360,9.95,WI,592,OO,Fix
849,79.93,99.87,486000,360,7,UT,631,OO,ARM
850,90,90,153000,360,7.35,NJ,609,OO,ARM
851,77.59,77.59,112500,360,8.3,MD,517,OO,Fix
852,81.41,81.41,208000,360,8.05,MD,650,IO,Fix
853,90,90,103500,360,9.65,GA,526,OO,ARM
854,90,90,207000,480,8.45,AZ,581,OO,ARM
855,78.72,78.72,148000,360,8.9,CT,538,OO,ARM
856,80,100,52000,360,8.9,TN,682,IO,Fix
857,79.99,79.99,159180,360,8.65,FL,645,IO,ARM
858,95,95,165870,360,7.375,NM,623,OO,Fix
859,83.08,83.08,540000,360,7.65,MA,656,OO,ARM
860,90,90,76500,360,12.4,WI,571,OO,ARM
861,87.76,87.76,178587,180,6.75,FL,743,OO,Fix
862,20,100,33600,360,11.7,CO,640,OO,Fix
863,75,75,189000,360,9.65,FL,564,OO,ARM
864,95,95,375250,360,7.79,CA,651,OO,ARM
865,64.22,64.22,350000,360,6.1,HI,790,OO,Fix
866,85,90,97325,360,9.375,TX,512,OO,ARM
867,95,95,313500,360,10.55,AL,615,OO,ARM
868,90,90,414000,360,7.8,CA,681,IO,ARM
869,53.55,53.55,90550,360,8.375,NJ,602,OO,Fix
870,80,100,520000,480,7.6,FL,644,OO,ARM
871,80,100,280000,360,7.75,CA,663,OO,ARM
872,83.86,83.86,201000,360,6.375,FL,786,OO,ARM
873,74.67,94.58,506250,360,7.64,MD,653,OO,Fix
874,80,100,220000,480,8.4,FL,685,OO,ARM
875,64.56,64.56,439000,360,9.15,CA,546,OO,Fix
876,90,90,63630,360,9.5,IL,661,IO,ARM
877,100,100,200000,360,8.5,MI,710,OO,ARM
878,95,95,129960,360,8.55,LA,658,OO,Fix
879,95,95,250705,360,7.4,AZ,659,OO,ARM
880,80,80,156000,480,7.475,AZ,555,OO,ARM
881,80,100,336000,480,8,CA,620,OO,ARM
882,79.79,79.79,75800,360,8.975,TX,580,OO,Fix
883,89.78,89.78,144000,360,8.5,FL,645,OO,Fix
884,80,100,214400,480,8.35,FL,621,OO,ARM
885,55,55,192028,360,7.75,AZ,594,OO,Fix
886,20,100,96400,360,12.75,NY,621,OO,Fix
887,76.92,76.92,100000,360,10.325,SC,574,IO,Fix
888,69.29,69.29,97000,360,10.35,WI,576,OO,ARM
889,61.83,61.83,230000,360,7.9,CA,565,OO,Fix
890,20,100,34000,360,11.6,IL,620,OO,Fix
891,90,90,53100,360,10.55,KS,541,OO,ARM
892,90,90,250200,480,8.5,FL,622,OO,ARM
893,49.33,49.33,185000,480,8.35,CA,561,OO,ARM
894,80,80,108000,360,8,WI,590,OO,Fix
895,90,90,121500,360,8.5,IL,563,OO,ARM
896,80,100,320000,360,7.5,CA,650,OO,ARM
897,75,75,382500,360,7.5,NY,657,OO,Fix
898,88.39,88.39,247500,360,8.99,IL,540,OO,ARM
899,89.64,89.64,356909,360,7.625,NY,698,OO,Fix
900,80,100,273200,360,8.25,CA,683,OO,ARM
901,90,100,103500,360,9.65,TX,615,IO,ARM
902,85,85,416500,360,9.4,AZ,599,IO,ARM
903,20,100,61000,360,11.55,CA,643,OO,Fix
904,79.67,79.67,239000,360,7.5,NJ,533,OO,ARM
905,20,100,43800,360,9.9,TX,614,OO,Fix
906,95,95,181450,360,8.8,MI,665,OO,ARM
907,80,100,164000,360,9.9,IL,660,OO,ARM
908,95,100,247000,360,8.05,RI,620,OO,ARM
909,90,90,391500,480,7.65,CT,669,OO,ARM
910,90,90,144000,480,8.85,MD,563,OO,ARM
911,90,90,80550,360,10.2,FL,623,IO,ARM
912,80,100,464000,360,7.5,CA,637,OO,ARM
913,90,90,158400,480,7.95,PA,559,OO,ARM
914,75,75,60000,360,9.715,PA,511,OO,ARM
915,20,100,33400,360,10.85,NC,663,OO,Fix
916,75,75,356250,360,8.55,CA,584,OO,ARM
917,90,100,69570,360,8.8,OK,568,OO,ARM
918,90,90,72000,360,8.35,MO,651,IO,ARM
919,89.84,89.84,283000,480,7.9,MD,583,OO,ARM
920,80,100,183600,360,7.8,UT,633,OO,ARM
921,80,99.77,137600,360,7.75,CO,642,OO,Fix
922,85,100,348500,360,8.85,CT,515,OO,ARM
923,100,100,165000,360,11.55,MI,630,OO,ARM
924,75,75,296250,360,9.55,WA,547,OO,ARM
925,80,100,542400,480,7.35,CA,681,OO,ARM
926,95,95,71250,360,9.99,LA,606,OO,Fix
927,80,80,121600,360,8.5,TX,588,OO,Fix
928,80,100,173600,360,8,CA,623,OO,ARM
929,88.61,88.61,147000,480,10.35,GA,554,OO,Fix
930,90,90,108000,360,10.65,IL,653,IO,Fix
931,85,85,280500,360,9.35,FL,566,OO,ARM
932,95,95,190000,360,8.9,PA,620,OO,ARM
933,63.51,63.51,117500,360,6.95,FL,662,OO,Fix
934,80,100,324000,480,7.75,CA,644,OO,ARM
935,90,90,270000,480,7.94,NY,543,OO,ARM
936,95,95,213655,360,8.51,WA,663,IO,ARM
937,84.62,84.62,345000,360,7.5,MD,644,OO,Fix
938,80,100,455200,360,8.9,CA,659,OO,ARM
939,42.19,42.19,135000,480,7.7,CA,593,OO,ARM
940,82.46,82.46,329000,360,10,TX,671,IO,ARM
941,80,100,127200,360,8.2,FL,603,OO,ARM
942,80,80,104000,360,10,TX,553,OO,Fix
943,90,90,225000,480,8.1,NJ,605,OO,ARM
944,38.95,38.95,63300,360,8.7,NJ,552,OO,ARM
945,95,95,194750,480,7.9,PA,631,OO,ARM
946,85,85,157250,360,8.25,AZ,640,OO,Fix
947,80,100,712000,480,5.8,CA,628,OO,ARM
948,90,90,216000,480,7.4,FL,630,IO,ARM
949,80,100,272000,360,8.1,NV,686,OO,ARM
950,80,100,135200,360,7.75,WA,653,OO,ARM
951,90,90,342000,480,7.99,CA,574,OO,ARM
952,80,100,146400,360,9.35,NV,681,OO,ARM
953,55,55,152900,360,7.5,MD,571,OO,ARM
954,80,100,277600,480,8.4,NJ,740,OO,ARM
955,83.33,83.33,200000,360,7.99,FL,695,OO,ARM
956,90,90,198000,360,8.7,MI,566,OO,ARM
957,84.14,84.14,91600,360,8.4,FL,642,OO,Fix
958,80.7,80.7,347000,480,6.95,CA,622,OO,ARM
959,75,75,405000,360,8.95,NY,570,OO,ARM
960,80,80,116000,360,7.85,PA,561,OO,ARM
961,90,100,95850,360,10.6,MO,518,OO,ARM
962,74.69,74.69,224000,360,7.99,FL,535,OO,ARM
963,52.63,52.63,250000,480,7.1,HI,544,OO,ARM
964,80,100,288000,480,6.8,WA,624,OO,ARM
965,90,90,85500,360,8.75,MI,557,OO,Fix
966,89.99,89.99,427500,480,8.1,IL,623,OO,ARM
967,80,100,183200,360,8.8,FL,649,OO,ARM
968,90,90,414000,360,7.65,MD,540,OO,ARM
969,78.88,78.88,273705,360,8.2,NY,601,OO,Fix
970,82.29,82.29,236000,360,9.6,WA,574,OO,Fix
971,85,85,52700,360,8.85,TX,697,IO,ARM
972,85,85,174250,360,7.99,FL,518,OO,ARM
973,71.43,71.43,95000,360,9.625,IL,513,OO,ARM
974,90,90,495000,360,9.75,CA,611,OO,ARM
975,90,90,162000,480,9.4,FL,598,OO,ARM
976,80,100,200000,360,8.05,IL,712,OO,ARM
977,80,100,160000,360,8.7,FL,630,OO,ARM
978,90,90,117000,360,8.3,IN,647,IO,ARM
979,90,90,342000,480,9.5,IL,561,OO,ARM
980,89.01,89.01,178900,360,9.05,WI,643,OO,ARM
981,80,100,147920,480,7.45,MD,611,OO,ARM
982,66.67,66.67,80000,360,7.2,TX,659,OO,Fix
983,90,90,50400,360,8.5,AL,642,IO,ARM
984,80,100,256000,360,9,FL,640,OO,ARM
985,90,90,298800,360,7.35,NJ,649,OO,ARM
986,85,85,667250,480,6.65,HI,560,OO,Fix
987,80,100,226400,480,8.4,CA,700,OO,ARM
988,80,100,340000,360,8.4,CA,670,OO,ARM
989,90,90,81000,360,10.05,MD,606,OO,ARM
990,80,80,364800,480,8,FL,537,OO,ARM
991,75,75,240000,360,8.225,FL,567,OO,ARM
992,75,75,63750,360,9,WA,500,OO,ARM
993,20,100,117000,360,12.25,CA,628,OO,Fix
994,85,85,216750,360,6.625,FL,725,OO,Fix
995,85,85,392955,360,6.75,DE,642,OO,Fix
996,85,85,140250,360,9.05,IL,514,OO,ARM
